"Genero","Edad","Efectivo","Online","GastoMedio","G"
"Mujer",34,"No","Si",225.71,"R"
"Hombre",45,"No","No",225.64,"R"
"Hombre",44,"No","No",219.32,"R"
"Hombre",20,"No","Si",100.67,"V"
"Mujer",24,"No","No",149.92,"V"
"Mujer",57,"Si","No",241.63,"R"
"Mujer",49,"No","No",263.42,"R"
"Mujer",57,"No","No",240.46,"R"
"Mujer",69,"No","No",172.23,"A"
"Mujer",38,"Si","No",242.85,"R"
"Hombre",68,"Si","Si",166.74,"A"
"Mujer",45,"Si","Si",259.95,"R"
"Mujer",22,"Si","Si",134.41,"V"
"Hombre",64,"Si","No",184.87,"A"
"Mujer",57,"Si","Si",242.16,"R"
"Mujer",39,"Si","No",244.77,"R"
"Mujer",42,"Si","No",254.22,"R"
"Hombre",65,"Si","No",165.91,"A"
"Hombre",48,"No","Si",231.56,"R"
"Hombre",58,"Si","No",223.03,"R"
"Hombre",67,"Si","Si",159.97,"A"
"Mujer",42,"No","Si",256.54,"R"
"Hombre",39,"No","Si",216.52,"R"
"Hombre",27,"No","Si",166.35,"A"
"Mujer",67,"Si","Si",184.04,"A"
"Hombre",50,"Si","Si",233.21,"R"
"Mujer",68,"Si","Si",174.03,"A"
"Mujer",27,"Si","No",177.86,"A"
"Mujer",39,"No","Si",245.59,"R"
"Mujer",70,"No","Si",159.9,"A"
"Mujer",64,"Si","No",206.65,"R"
"Hombre",22,"No","No",112.02,"V"
"Mujer",45,"Si","Si",260.05,"R"
"Mujer",69,"No","Si",164.86,"A"
"Hombre",44,"Si","Si",226.87,"R"
"Mujer",31,"Si","Si",201.84,"R"
"Mujer",52,"Si","No",256.27,"R"
"Hombre",69,"Si","Si",165.79,"A"
"Hombre",18,"No","No",85.07,"M"
"Hombre",57,"Si","No",217.05,"R"
"Hombre",43,"No","No",209.58,"R"
"Mujer",57,"No","Si",241.55,"R"
"Hombre",43,"No","Si",218.7,"R"
"Mujer",18,"No","No",89.33,"M"
"Hombre",18,"No","Si",86.72,"M"
"Hombre",45,"Si","Si",240.63,"R"
"Mujer",37,"Si","Si",237.47,"R"
"Mujer",29,"No","No",194.29,"A"
"Hombre",44,"Si","Si",232.84,"R"
"Mujer",34,"Si","No",227.42,"R"
"Hombre",60,"No","No",210.5,"R"
"Mujer",54,"Si","Si",252.8,"R"
"Mujer",39,"No","No",249.46,"R"
"Hombre",47,"Si","Si",225.1,"R"
"Mujer",38,"No","No",242.45,"R"
"Mujer",31,"Si","No",204.4,"R"
"Mujer",57,"No","Si",244.19,"R"
"Mujer",55,"Si","No",248.13,"R"
"Mujer",36,"No","No",233.24,"R"
"Mujer",65,"No","Si",198,"A"
"Mujer",42,"No","Si",254.33,"R"
"Hombre",21,"Si","No",96.1,"M"
"Hombre",20,"Si","Si",101.59,"V"
"Mujer",39,"No","No",246.07,"R"
"Hombre",36,"No","No",212.29,"R"
"Mujer",20,"No","No",108.14,"V"
"Mujer",68,"No","No",178.19,"A"
"Hombre",33,"Si","Si",196.09,"A"
"Mujer",68,"Si","No",176.5,"A"
"Hombre",25,"No","Si",143.03,"V"
"Mujer",42,"No","Si",256.37,"R"
"Hombre",60,"No","Si",212.89,"R"
"Mujer",57,"No","Si",241.86,"R"
"Mujer",18,"No","Si",87.42,"M"
"Hombre",64,"Si","No",187.73,"A"
"Hombre",67,"Si","Si",170.48,"A"
"Hombre",39,"Si","Si",210.66,"R"
"Hombre",52,"Si","Si",207.78,"R"
"Hombre",65,"No","Si",180.33,"A"
"Mujer",50,"Si","Si",258.42,"R"
"Hombre",40,"No","No",219,"R"
"Hombre",26,"Si","No",157.12,"A"
"Mujer",59,"No","No",235,"R"
"Hombre",62,"No","No",208.86,"R"
"Mujer",32,"No","No",214.99,"R"
"Mujer",54,"No","Si",254.75,"R"
"Mujer",65,"No","Si",202.75,"R"
"Hombre",44,"Si","No",210.73,"R"
"Mujer",57,"Si","Si",241.91,"R"
"Hombre",27,"Si","Si",157.93,"A"
"Mujer",54,"Si","No",253.61,"R"
"Mujer",48,"Si","No",258.34,"R"
"Mujer",18,"Si","Si",85.65,"M"
"Hombre",57,"Si","No",224.62,"R"
"Mujer",30,"No","No",200.79,"R"
"Mujer",29,"No","Si",195.85,"A"
"Mujer",24,"No","No",153.66,"A"
"Hombre",67,"Si","No",183.63,"A"
"Mujer",18,"No","No",90.55,"M"
"Hombre",42,"No","No",225.42,"R"
"Mujer",28,"Si","Si",188.28,"A"
"Mujer",57,"Si","Si",245.18,"R"
"Mujer",58,"Si","No",233.65,"R"
"Mujer",31,"Si","No",209.42,"R"
"Hombre",64,"No","No",205.82,"R"
"Mujer",70,"Si","Si",160.7,"A"
"Hombre",29,"No","Si",162.3,"A"
"Mujer",28,"Si","No",187.68,"A"
"Mujer",50,"Si","Si",256.73,"R"
"Hombre",65,"Si","No",182.02,"A"
"Mujer",36,"Si","No",231.72,"R"
"Mujer",56,"Si","Si",246.39,"R"
"Mujer",48,"Si","Si",261.2,"R"
"Mujer",43,"Si","Si",258.4,"R"
"Hombre",42,"Si","Si",223.49,"R"
"Mujer",65,"No","Si",200.03,"R"
"Mujer",62,"No","No",216.94,"R"
"Mujer",64,"Si","No",204.1,"R"
"Mujer",19,"Si","No",96.83,"M"
"Hombre",41,"Si","No",227.26,"R"
"Hombre",31,"Si","No",173.06,"A"
"Hombre",35,"Si","Si",209.82,"R"
"Mujer",68,"Si","No",176.76,"A"
"Hombre",22,"No","No",151.32,"A"
"Mujer",42,"No","Si",249.54,"R"
"Mujer",52,"No","Si",255.84,"R"
"Hombre",64,"No","No",189.79,"A"
"Hombre",20,"No","No",110.56,"V"
"Hombre",26,"Si","Si",154.09,"A"
"Hombre",64,"Si","Si",203.35,"R"
"Hombre",27,"Si","Si",166.96,"A"
"Hombre",27,"No","Si",171.82,"A"
"Hombre",21,"Si","No",123.79,"V"
"Hombre",35,"No","Si",194.53,"A"
"Mujer",19,"No","Si",100.33,"V"
"Mujer",57,"Si","Si",243.75,"R"
"Hombre",25,"Si","Si",135.4,"V"
"Hombre",55,"No","No",219.63,"R"
"Hombre",48,"Si","No",225.51,"R"
"Hombre",30,"Si","Si",190.69,"A"
"Mujer",35,"Si","Si",232,"R"
"Mujer",65,"Si","No",201.73,"R"
"Mujer",44,"Si","No",260.72,"R"
"Mujer",69,"Si","Si",165.44,"A"
"Mujer",19,"No","No",98.81,"M"
"Hombre",33,"No","No",190.89,"A"
"Mujer",31,"Si","Si",207.13,"R"
"Hombre",55,"No","Si",231.38,"R"
"Hombre",69,"Si","No",172.86,"A"
"Mujer",52,"Si","Si",256.3,"R"
"Mujer",20,"Si","Si",110.15,"V"
"Mujer",40,"No","Si",250.63,"R"
"Mujer",38,"Si","Si",241.88,"R"
"Mujer",47,"Si","No",260.74,"R"
"Mujer",33,"Si","No",219.24,"R"
"Mujer",64,"Si","Si",202.55,"R"
"Hombre",62,"Si","Si",206.45,"R"
"Hombre",43,"No","No",234.88,"R"
"Hombre",25,"No","Si",137.65,"V"
"Mujer",66,"Si","No",193.96,"A"
"Hombre",50,"Si","No",229.31,"R"
"Hombre",20,"No","No",91.23,"M"
"Hombre",63,"Si","Si",200.5,"R"
"Hombre",37,"No","No",201.81,"R"
"Hombre",51,"No","No",229.63,"R"
"Hombre",45,"No","Si",227.01,"R"
"Mujer",24,"Si","No",153.29,"A"
"Hombre",66,"Si","No",172.8,"A"
"Hombre",61,"Si","No",208.28,"R"
"Mujer",24,"Si","Si",148.41,"V"
"Mujer",20,"Si","No",108.15,"V"
"Mujer",53,"Si","Si",250.76,"R"
"Mujer",39,"No","No",247.93,"R"
"Mujer",52,"Si","Si",258.02,"R"
"Hombre",21,"No","Si",103.24,"V"
"Hombre",34,"Si","No",196.68,"A"
"Hombre",53,"Si","Si",232.67,"R"
"Hombre",44,"No","No",224.99,"R"
"Mujer",38,"No","Si",240.63,"R"
"Hombre",21,"Si","No",112.94,"V"
"Hombre",23,"Si","Si",136.96,"V"
"Hombre",44,"Si","Si",231.69,"R"
"Hombre",26,"Si","No",158.84,"A"
"Hombre",70,"No","Si",161.84,"A"
"Mujer",55,"Si","No",249.39,"R"
"Hombre",34,"No","Si",190.56,"A"
"Mujer",40,"Si","Si",248.75,"R"
"Hombre",51,"Si","Si",231.44,"R"
"Mujer",70,"Si","Si",158.7,"A"
"Mujer",21,"Si","Si",121.9,"V"
"Hombre",26,"No","No",152.69,"A"
"Mujer",30,"Si","No",200.15,"R"
"Mujer",19,"No","No",103.43,"V"
"Mujer",21,"Si","Si",122.03,"V"
"Mujer",35,"No","No",228.94,"R"
"Hombre",64,"Si","No",184.37,"A"
"Mujer",28,"No","Si",184.35,"A"
"Hombre",58,"No","Si",206.97,"R"
"Hombre",56,"Si","Si",212.19,"R"
"Mujer",49,"No","No",261.74,"R"
"Mujer",30,"No","No",203.66,"R"
"Hombre",61,"No","Si",182.51,"A"
"Mujer",46,"Si","Si",259.57,"R"
"Mujer",34,"Si","Si",227.49,"R"
"Mujer",29,"Si","Si",193.55,"A"
"Mujer",67,"Si","No",188.47,"A"
"Hombre",56,"No","Si",225.89,"R"
"Mujer",58,"Si","Si",238.22,"R"
"Mujer",68,"Si","Si",178.2,"A"
"Mujer",43,"No","No",257.74,"R"
"Mujer",19,"Si","Si",94.77,"M"
"Mujer",52,"No","Si",259.89,"R"
"Hombre",18,"No","Si",97.59,"M"
"Hombre",43,"No","No",216.62,"R"
"Hombre",22,"No","Si",143.24,"V"
"Mujer",31,"Si","Si",208.66,"R"
"Mujer",57,"Si","No",239.86,"R"
"Mujer",21,"Si","No",119.9,"V"
"Mujer",70,"Si","Si",160.64,"A"
"Hombre",48,"Si","No",229.64,"R"
"Hombre",18,"No","No",90.81,"M"
"Mujer",56,"Si","No",246.86,"R"
"Hombre",53,"No","No",234,"R"
"Mujer",28,"Si","Si",187.23,"A"
"Hombre",33,"No","No",184.13,"A"
"Hombre",41,"No","No",213.64,"R"
"Mujer",67,"Si","Si",184.24,"A"
"Hombre",38,"No","No",223.99,"R"
"Hombre",59,"No","Si",225.64,"R"
"Hombre",45,"No","No",229.34,"R"
"Hombre",23,"Si","Si",127,"V"
"Hombre",30,"No","No",177.53,"A"
"Mujer",25,"Si","No",158.15,"A"
"Mujer",39,"No","Si",249.49,"R"
"Mujer",38,"No","Si",240.83,"R"
"Hombre",31,"Si","No",174.56,"A"
"Hombre",60,"No","No",207.71,"R"
"Hombre",23,"No","No",131.8,"V"
"Mujer",69,"Si","Si",166.54,"A"
"Hombre",39,"Si","No",215.74,"R"
"Hombre",49,"No","No",223.82,"R"
"Hombre",23,"No","No",125.99,"V"
"Hombre",18,"Si","Si",97.89,"M"
"Mujer",54,"No","No",253.39,"R"
"Hombre",63,"No","No",193.27,"A"
"Hombre",25,"Si","No",150.27,"A"
"Mujer",45,"Si","No",258.01,"R"
"Mujer",44,"Si","No",260.86,"R"
"Mujer",29,"No","Si",195.47,"A"
"Hombre",55,"No","No",237.22,"R"
"Mujer",31,"No","Si",209.41,"R"
"Mujer",30,"Si","No",199.66,"A"
"Hombre",40,"Si","Si",224.71,"R"
"Hombre",54,"No","No",219.33,"R"
"Hombre",69,"Si","No",167.38,"A"
"Mujer",32,"No","No",212,"R"
"Mujer",42,"Si","Si",256.21,"R"
"Hombre",60,"No","No",222.4,"R"
"Hombre",26,"No","No",153.94,"A"
"Mujer",64,"No","Si",208.29,"R"
"Mujer",50,"Si","Si",260.83,"R"
"Hombre",33,"Si","Si",186.85,"A"
"Hombre",35,"No","Si",199.97,"A"
"Mujer",23,"Si","Si",143.18,"V"
"Mujer",66,"No","Si",193.44,"A"
"Hombre",52,"No","Si",223.06,"R"
"Hombre",26,"Si","No",157.76,"A"
"Hombre",36,"No","Si",194.57,"A"
"Hombre",20,"No","Si",121.33,"V"
"Hombre",58,"No","Si",214.35,"R"
"Mujer",50,"No","Si",259.5,"R"
"Mujer",58,"Si","Si",241.78,"R"
"Mujer",47,"Si","Si",261.63,"R"
"Hombre",50,"Si","Si",227.5,"R"
"Hombre",47,"Si","No",233.42,"R"
"Mujer",39,"No","Si",246.78,"R"
"Hombre",44,"No","No",218.84,"R"
"Hombre",29,"Si","Si",168.33,"A"
"Hombre",36,"Si","Si",192.18,"A"
"Hombre",48,"No","Si",226.61,"R"
"Hombre",60,"No","Si",205.07,"R"
"Mujer",18,"No","No",85.97,"M"
"Mujer",28,"No","No",185.74,"A"
"Mujer",54,"No","Si",253.93,"R"
"Hombre",66,"Si","Si",181.59,"A"
"Mujer",34,"No","Si",225.86,"R"
"Hombre",39,"Si","No",199.89,"A"
"Hombre",19,"Si","Si",91.91,"M"
"Hombre",60,"Si","No",215.24,"R"
"Mujer",54,"Si","Si",253.2,"R"
"Mujer",37,"Si","No",239.02,"R"
"Hombre",49,"Si","Si",237.67,"R"
"Mujer",50,"Si","Si",263.42,"R"
"Hombre",55,"Si","Si",221.97,"R"
"Mujer",67,"No","No",187.12,"A"
"Hombre",33,"Si","No",203.47,"R"
"Mujer",46,"Si","No",257.5,"R"
"Mujer",31,"No","Si",208,"R"
"Hombre",56,"No","No",227.97,"R"
"Hombre",39,"Si","Si",208.73,"R"
"Hombre",44,"Si","Si",235.43,"R"
"Mujer",39,"Si","No",247.84,"R"
"Mujer",42,"Si","No",251.07,"R"
"Hombre",65,"No","Si",185.39,"A"
"Hombre",67,"No","Si",172.54,"A"
"Mujer",61,"Si","Si",220.26,"R"
"Hombre",65,"No","No",190.59,"A"
"Mujer",25,"No","Si",159.56,"A"
"Mujer",51,"Si","Si",257.02,"R"
"Hombre",40,"Si","No",218.93,"R"
"Mujer",19,"Si","Si",97.13,"M"
"Mujer",19,"Si","No",96.89,"M"
"Mujer",19,"No","Si",100.61,"V"
"Mujer",32,"Si","No",213.02,"R"
"Hombre",42,"Si","Si",216.98,"R"
"Mujer",35,"No","No",229.2,"R"
"Hombre",61,"Si","Si",215.54,"R"
"Hombre",60,"No","Si",213.87,"R"
"Hombre",20,"No","No",93.56,"M"
"Hombre",62,"No","Si",206.39,"R"
"Mujer",41,"Si","No",252.54,"R"
"Hombre",70,"Si","Si",149.12,"V"
"Hombre",23,"Si","No",122.86,"V"
"Hombre",60,"No","No",199.99,"A"
"Hombre",31,"Si","Si",190.06,"A"
"Mujer",23,"No","No",140.58,"V"
"Mujer",61,"Si","No",222.62,"R"
"Mujer",41,"Si","Si",253.26,"R"
"Hombre",54,"No","No",222.2,"R"
"Hombre",27,"No","No",151.94,"A"
"Mujer",44,"Si","No",254.29,"R"
"Mujer",61,"No","Si",222.46,"R"
"Hombre",60,"No","No",196.58,"A"
"Mujer",23,"Si","No",142.72,"V"
"Hombre",54,"Si","Si",233.48,"R"
"Hombre",22,"No","Si",125.42,"V"
"Hombre",42,"No","No",216.61,"R"
"Hombre",21,"No","No",110.19,"V"
"Hombre",33,"Si","Si",185.25,"A"
"Hombre",45,"Si","Si",221.54,"R"
"Mujer",22,"No","Si",131.13,"V"
"Mujer",22,"Si","Si",129.77,"V"
"Hombre",51,"No","No",224.48,"R"
"Hombre",25,"Si","No",134.92,"V"
"Hombre",27,"No","No",170.37,"A"
"Mujer",27,"No","No",175.11,"A"
"Mujer",48,"No","No",260.77,"R"
"Mujer",49,"Si","Si",260.76,"R"
"Hombre",61,"No","No",190.64,"A"
"Mujer",19,"No","No",98.94,"M"
"Hombre",32,"Si","Si",193.97,"A"
"Hombre",37,"Si","Si",212.76,"R"
"Mujer",62,"No","No",221.25,"R"
"Mujer",56,"Si","No",245.11,"R"
"Mujer",42,"No","No",255.58,"R"
"Hombre",51,"No","No",216.67,"R"
"Mujer",39,"Si","Si",246.5,"R"
"Hombre",52,"No","No",224.92,"R"
"Mujer",21,"Si","No",121.65,"V"
"Hombre",40,"No","Si",199.94,"A"
"Mujer",56,"Si","Si",245.31,"R"
"Hombre",69,"No","No",162.24,"A"
"Hombre",67,"No","No",179.3,"A"
"Mujer",55,"Si","Si",249.88,"R"
"Mujer",35,"Si","Si",233.02,"R"
"Mujer",43,"Si","Si",255.54,"R"
"Mujer",27,"No","Si",176.75,"A"
"Mujer",24,"No","Si",153.71,"A"
"Mujer",29,"No","No",194.7,"A"
"Hombre",59,"Si","No",203.1,"R"
"Hombre",37,"Si","No",213.35,"R"
"Mujer",31,"Si","No",205.7,"R"
"Hombre",65,"No","No",194.25,"A"
"Mujer",62,"Si","Si",220.11,"R"
"Mujer",47,"No","Si",261.23,"R"
"Mujer",42,"No","Si",256.53,"R"
"Hombre",57,"No","No",210.9,"R"
"Hombre",39,"Si","Si",202.75,"R"
"Hombre",65,"No","No",189.09,"A"
"Mujer",38,"Si","Si",246.04,"R"
"Hombre",27,"No","No",158.03,"A"
"Mujer",54,"No","Si",250.92,"R"
"Hombre",24,"No","No",139.1,"V"
"Hombre",69,"Si","No",158.18,"A"
"Mujer",32,"No","No",215.16,"R"
"Hombre",48,"No","No",223.08,"R"
"Hombre",61,"No","Si",198.57,"A"
"Mujer",39,"No","No",245.53,"R"
"Mujer",64,"Si","No",203.16,"R"
"Hombre",64,"Si","Si",198.09,"A"
"Mujer",65,"Si","No",202.2,"R"
"Hombre",62,"No","Si",210.63,"R"
"Mujer",48,"Si","No",259.95,"R"
"Mujer",18,"Si","No",88.57,"M"
"Hombre",56,"Si","No",218.65,"R"
"Hombre",34,"No","No",202.16,"R"
"Hombre",18,"Si","Si",88.27,"M"
"Mujer",56,"No","No",244.52,"R"
"Mujer",58,"No","No",238.21,"R"
"Mujer",48,"Si","Si",262.15,"R"
"Mujer",37,"No","No",237.33,"R"
"Hombre",32,"No","Si",197.21,"A"
"Mujer",49,"No","Si",261.28,"R"
"Hombre",28,"No","Si",164.28,"A"
"Hombre",57,"Si","No",205.13,"R"
"Mujer",48,"No","Si",256.95,"R"
"Hombre",70,"Si","Si",156.23,"A"
"Mujer",61,"Si","Si",223.03,"R"
"Hombre",64,"No","No",173.75,"A"
"Mujer",56,"No","Si",251.57,"R"
"Mujer",40,"Si","Si",246.75,"R"
"Mujer",42,"Si","No",256.77,"R"
"Mujer",36,"Si","Si",232.15,"R"
"Hombre",64,"Si","No",187.92,"A"
"Mujer",35,"Si","Si",227.91,"R"
"Mujer",24,"Si","Si",150.38,"A"
"Hombre",54,"Si","Si",229.42,"R"
"Hombre",61,"Si","No",177.77,"A"
"Mujer",70,"Si","Si",162.36,"A"
"Mujer",57,"No","No",244.24,"R"
"Mujer",40,"Si","No",247.99,"R"
"Mujer",40,"Si","No",247.57,"R"
"Hombre",60,"Si","No",202.79,"R"
"Hombre",55,"No","Si",216.94,"R"
"Hombre",18,"Si","No",91.56,"M"
"Mujer",24,"No","Si",154.46,"A"
"Mujer",48,"Si","Si",264.67,"R"
"Mujer",66,"Si","No",198.68,"A"
"Mujer",54,"Si","No",256.88,"R"
"Mujer",55,"Si","Si",246.86,"R"
"Mujer",41,"Si","No",252.02,"R"
"Mujer",36,"No","No",235.19,"R"
"Mujer",37,"No","Si",240.47,"R"
"Mujer",51,"Si","Si",257.62,"R"
"Mujer",68,"Si","Si",178.88,"A"
"Hombre",27,"No","Si",165.22,"A"
"Mujer",44,"Si","Si",259.68,"R"
"Mujer",62,"Si","Si",221.13,"R"
"Hombre",52,"Si","No",227.3,"R"
"Mujer",30,"No","No",199.5,"A"
"Hombre",65,"No","No",182.86,"A"
"Hombre",67,"Si","Si",183.47,"A"
"Hombre",69,"No","No",165.31,"A"
"Mujer",45,"Si","Si",262.29,"R"
"Mujer",46,"Si","Si",259.32,"R"
"Mujer",31,"Si","No",209.07,"R"
"Hombre",23,"No","No",123.86,"V"
"Mujer",54,"Si","Si",254.5,"R"
"Hombre",64,"No","No",188.19,"A"
"Mujer",49,"No","Si",260.11,"R"
"Hombre",38,"No","No",217.98,"R"
"Mujer",61,"Si","Si",225.02,"R"
"Mujer",57,"Si","No",244.88,"R"
"Hombre",37,"Si","No",205.62,"R"
"Hombre",21,"Si","Si",112.02,"V"
"Mujer",52,"Si","Si",255.73,"R"
"Mujer",41,"Si","Si",250.73,"R"
"Hombre",52,"No","No",233.21,"R"
"Mujer",67,"Si","Si",183.61,"A"
"Mujer",52,"No","Si",253.59,"R"
"Hombre",33,"No","No",187.26,"A"
"Hombre",41,"Si","Si",226.66,"R"
"Mujer",34,"Si","Si",221.49,"R"
"Mujer",29,"No","No",192.93,"A"
"Hombre",37,"No","No",206.95,"R"
"Hombre",47,"Si","Si",223.58,"R"
"Mujer",62,"Si","Si",215.86,"R"
"Mujer",54,"Si","Si",254.16,"R"
"Mujer",59,"Si","Si",231.8,"R"
"Mujer",69,"Si","Si",167.72,"A"
"Hombre",19,"No","Si",99.82,"M"
"Hombre",26,"Si","No",152.12,"A"
"Hombre",40,"No","No",224.65,"R"
"Hombre",34,"Si","Si",190.1,"A"
"Hombre",44,"No","Si",221.6,"R"
"Hombre",58,"No","Si",227.16,"R"
"Mujer",25,"No","No",160.16,"A"
"Hombre",27,"No","Si",143.56,"V"
"Mujer",60,"Si","No",234.8,"R"
"Mujer",43,"Si","Si",258.54,"R"
"Hombre",29,"No","No",169.81,"A"
"Hombre",69,"No","Si",158.94,"A"
"Mujer",48,"Si","Si",261.88,"R"
"Hombre",54,"No","No",234.72,"R"
"Mujer",40,"No","No",249.69,"R"
"Mujer",60,"No","Si",231.94,"R"
"Hombre",40,"Si","Si",227.96,"R"
"Mujer",36,"Si","Si",235.71,"R"
"Mujer",37,"Si","No",236.64,"R"
"Mujer",64,"Si","Si",205.74,"R"
"Hombre",39,"No","No",209.95,"R"
"Mujer",22,"Si","No",129.58,"V"
"Mujer",51,"No","Si",263.13,"R"
"Hombre",62,"No","No",199.59,"A"
"Hombre",68,"Si","Si",163.67,"A"
"Hombre",41,"Si","Si",207.35,"R"
"Mujer",25,"Si","Si",156.18,"A"
"Hombre",21,"No","No",122.17,"V"
"Mujer",70,"Si","No",153.48,"A"
"Hombre",69,"Si","Si",158.76,"A"
"Hombre",39,"No","No",212.97,"R"
"Mujer",30,"Si","Si",196.98,"A"
"Mujer",62,"Si","Si",220.9,"R"
"Mujer",33,"No","No",217.58,"R"
"Hombre",26,"Si","No",160.29,"A"
"Hombre",35,"No","No",190.56,"A"
"Hombre",62,"Si","Si",194.12,"A"
"Hombre",22,"No","No",132.31,"V"
"Hombre",40,"No","Si",220.32,"R"
"Hombre",35,"Si","Si",200.51,"R"
"Mujer",62,"Si","Si",219.21,"R"
"Mujer",31,"Si","No",207.4,"R"
"Mujer",54,"Si","Si",254.72,"R"
"Hombre",47,"No","No",226.05,"R"
"Mujer",25,"Si","No",160.22,"A"
"Hombre",50,"No","Si",229.36,"R"
"Mujer",64,"Si","Si",203.49,"R"
"Mujer",40,"Si","No",250.44,"R"
"Hombre",69,"No","No",172.21,"A"
"Mujer",29,"Si","No",193.21,"A"
"Hombre",56,"No","No",220.89,"R"
"Hombre",38,"No","No",187.98,"A"
"Hombre",33,"Si","Si",188.41,"A"
"Mujer",31,"No","Si",202.52,"R"
"Mujer",18,"No","No",86.28,"M"
"Mujer",63,"Si","Si",214.13,"R"
"Mujer",69,"Si","No",168.92,"A"
"Hombre",37,"Si","Si",221.43,"R"
"Mujer",29,"Si","Si",191.5,"A"
"Mujer",68,"Si","No",176.9,"A"
"Mujer",27,"Si","No",176.1,"A"
"Hombre",26,"No","No",155.43,"A"
"Hombre",47,"No","No",216.13,"R"
"Hombre",52,"No","No",225.62,"R"
"Hombre",45,"No","Si",225.07,"R"
"Mujer",31,"Si","No",207.31,"R"
"Hombre",53,"Si","Si",212.82,"R"
"Hombre",20,"No","No",107.84,"V"
"Hombre",65,"No","Si",179.37,"A"
"Hombre",59,"No","Si",214.35,"R"
"Mujer",21,"Si","Si",125.12,"V"
"Hombre",50,"No","No",234.8,"R"
"Mujer",31,"Si","Si",208,"R"
"Hombre",35,"No","Si",194.73,"A"
"Mujer",33,"Si","Si",220.04,"R"
"Hombre",63,"No","No",196.71,"A"
"Mujer",61,"No","Si",225.95,"R"
"Mujer",24,"Si","No",151.3,"A"
"Mujer",28,"Si","No",189.48,"A"
"Mujer",40,"No","Si",249.44,"R"
"Mujer",63,"Si","No",217.35,"R"
"Mujer",51,"Si","Si",263.59,"R"
"Hombre",32,"Si","Si",187.31,"A"
"Mujer",62,"No","No",218.33,"R"
"Hombre",56,"Si","Si",224.18,"R"
"Mujer",37,"Si","Si",238.14,"R"
"Mujer",64,"Si","Si",205.3,"R"
"Hombre",27,"Si","Si",158.77,"A"
"Mujer",44,"Si","No",259.75,"R"
"Hombre",28,"No","No",175.53,"A"
"Mujer",30,"No","Si",199.8,"A"
"Hombre",35,"No","No",190.52,"A"
"Mujer",32,"No","No",213.2,"R"
"Mujer",69,"No","No",168.51,"A"
"Hombre",21,"No","No",116.69,"V"
"Hombre",18,"No","No",87.81,"M"
"Mujer",66,"No","No",192.78,"A"
"Mujer",61,"Si","Si",225.4,"R"
"Mujer",53,"Si","Si",255.5,"R"
"Hombre",56,"Si","No",222.18,"R"
"Mujer",31,"Si","Si",207.92,"R"
"Mujer",46,"Si","Si",263.12,"R"
"Mujer",62,"Si","No",218.85,"R"
"Mujer",27,"Si","Si",176.44,"A"
"Mujer",66,"No","Si",194.17,"A"
"Hombre",23,"No","Si",117.56,"V"
"Mujer",25,"No","No",164.41,"A"
"Hombre",53,"No","Si",227.17,"R"
