Total Nacional;Comunidades y Ciudades Autónomas;Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Periodo;Total
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2015;4
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2014;5
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2013;3
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2020;1
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2019;1
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2018;2
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2017;2
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2016;0
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2015;1
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2014;0
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2013;0
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2020;26
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2019;35
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2018;23
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2017;18
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2016;19
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2015;23
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2014;8
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2013;8
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2020;0
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2019;10
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2018;2
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2017;12
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2016;5
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2015;9
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2014;17
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2013;9
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2020;4
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2019;9
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2018;9
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2017;8
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2016;3
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2015;6
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2014;3
Total Nacional;19 Melilla;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.99 Otros delitos contra el patrimonio y orden socioeconómico;;2013;2
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;;;2020;239
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;;;2019;325
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;;;2018;380
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;;;2017;316
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;;;2016;319
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;;;2015;355
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;;;2014;416
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;;;2013;488
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2020;52
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2019;59
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2018;61
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2017;90
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2016;102
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2015;141
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2014;197
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.3 Contra la salud pública;;2013;226
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2020;187
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2019;266
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2018;319
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2017;226
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2016;216
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2015;209
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2014;219
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.4 Contra la seguridad vial;;2013;261
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2020;0
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2019;0
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2018;0
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2017;0
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2016;1
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2015;5
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2014;0
Total Nacional;19 Melilla;A Total Delitos;17 Contra la seguridad colectiva;17.99 Otros delitos contra la seguridad colectiva;;2013;1
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;;;2020;116
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;;;2019;402
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;;;2018;473
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;;;2017;535
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;;;2016;421
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;;;2015;445
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;;;2014;405
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;;;2013;435
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2020;116
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2019;402
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2018;471
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2017;533
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2016;419
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2015;444
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2014;404
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;;2013;434
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2020;115
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2019;402
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2018;468
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2017;531
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2016;417
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2015;441
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2014;400
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.1 Falsificación documentos públicos;2013;433
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2020;1
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2019;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2018;1
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2017;2
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2016;2
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2015;3
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2014;3
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.2 Falsificación documentos privados;2013;1
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2020;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2019;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2018;2
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2017;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2016;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2015;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2014;1
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.3 Falsificación de certificados;2013;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2020;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2019;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2018;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2017;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2016;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2015;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2014;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.2 Falsedades documentales;18.2.4 Falsificación de tarjetas de crédito;2013;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2020;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2019;0
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2018;2
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2017;2
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2016;2
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2015;1
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2014;1
Total Nacional;19 Melilla;A Total Delitos;18 Falsedades;18.99 Otros delitos de las falsedades;;2013;1
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;;;2020;35
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;;;2019;22
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;;;2018;18
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;;;2017;23
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;;;2016;5
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;;;2015;8
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;;;2014;6
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;;;2013;6
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2020;35
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2019;21
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2018;18
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2017;23
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2016;4
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2015;6
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2014;6
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.3 Desobediencia y denegación auxilio;;2013;6
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2020;0
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2019;1
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2018;0
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2017;0
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2016;1
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2015;2
Total Nacional;19 Melilla;A Total Delitos;19 Contra la Administración Pública;19.99 Otros delitos contra la Administración Pública;;2014;0
